artifact_id,renderer_template_id,transaction_pages,unique_transaction_ids,repeated_full_id_list_across_pages,stored_page_order_needs_natural_sort
BS-OPER-BKK-CTW-2567-08,bank_statement_kbank,3,120,True,False
BS-OPER-BKK-CTW-2567-09,bank_statement_kbank,3,116,True,False
BS-OPER-BKK-CTW-2567-10,bank_statement_kbank,3,117,True,False
BS-OPER-BKK-CTW-2567-11,bank_statement_kbank,3,114,True,False
BS-OPER-BKK-CTW-2567-12,bank_statement_kbank,3,121,True,False
BS-OPER-BKK-CTW-2568-01,bank_statement_kbank,3,120,True,False
BS-OPER-BKK-CTW-2568-02,bank_statement_kbank,3,109,True,False
BS-OPER-BKK-CTW-2568-03,bank_statement_kbank,3,120,True,False
BS-OPER-BKK-CTW-2568-04,bank_statement_kbank,3,95,True,False
BS-OPER-BKK-CTW-2568-05,bank_statement_kbank,3,118,True,False
BS-OPER-BKK-CTW-2568-06,bank_statement_kbank,3,114,True,False
BS-OPER-BKK-CTW-2568-07,bank_statement_kbank,3,118,True,False
BS-OPER-BKK-CTW-2568-08,bank_statement_kbank,3,119,True,False
BS-OPER-BKK-CTW-2568-09,bank_statement_kbank,3,118,True,False
BS-OPER-BKK-CTW-2568-10,bank_statement_kbank,3,121,True,False
BS-OPER-BKK-CTW-2568-11,bank_statement_kbank,3,120,True,False
BS-OPER-BKK-CTW-2568-12,bank_statement_kbank,3,118,True,False
BS-OPER-BKK-EMSP-2567-01,bank_statement_scb,8,114,True,False
BS-OPER-BKK-EMSP-2567-02,bank_statement_scb,7,106,True,False
BS-OPER-BKK-EMSP-2567-03,bank_statement_scb,8,113,True,False
BS-OPER-BKK-EMSP-2567-04,bank_statement_scb,7,96,True,False
BS-OPER-BKK-EMSP-2567-05,bank_statement_scb,8,115,True,False
BS-OPER-BKK-EMSP-2567-06,bank_statement_scb,8,116,True,False
BS-OPER-BKK-EMSP-2567-07,bank_statement_scb,8,117,True,False
BS-OPER-BKK-EMSP-2567-08,bank_statement_scb,8,118,True,False
BS-OPER-BKK-EMSP-2567-09,bank_statement_scb,8,115,True,False
BS-OPER-BKK-EMSP-2567-10,bank_statement_scb,8,119,True,False
BS-OPER-BKK-EMSP-2567-11,bank_statement_scb,8,115,True,False
BS-OPER-BKK-EMSP-2567-12,bank_statement_scb,8,116,True,False
BS-OPER-BKK-EMSP-2568-01,bank_statement_scb,8,114,True,False
BS-OPER-BKK-EMSP-2568-02,bank_statement_scb,7,101,True,False
BS-OPER-BKK-EMSP-2568-03,bank_statement_scb,8,113,True,False
BS-OPER-BKK-EMSP-2568-04,bank_statement_scb,7,100,True,False
BS-OPER-BKK-EMSP-2568-05,bank_statement_scb,8,117,True,False
BS-OPER-BKK-EMSP-2568-06,bank_statement_scb,8,112,True,False
BS-OPER-BKK-EMSP-2568-07,bank_statement_scb,8,117,True,False
BS-OPER-BKK-EMSP-2568-08,bank_statement_scb,8,117,True,False
BS-OPER-BKK-EMSP-2568-09,bank_statement_scb,8,118,True,False
BS-OPER-BKK-EMSP-2568-10,bank_statement_scb,8,115,True,False
BS-OPER-BKK-EMSP-2568-11,bank_statement_scb,8,113,True,False
BS-OPER-BKK-EMSP-2568-12,bank_statement_scb,8,117,True,False
BS-OPER-BKK-PKT-2567-01,bank_statement_bbl,8,111,True,False
BS-OPER-BKK-PKT-2567-02,bank_statement_bbl,7,110,True,False
BS-OPER-BKK-PKT-2567-03,bank_statement_bbl,8,111,True,False
BS-OPER-BKK-PKT-2567-04,bank_statement_bbl,6,93,True,False
BS-OPER-BKK-PKT-2567-05,bank_statement_bbl,8,119,True,False
BS-OPER-BKK-PKT-2567-06,bank_statement_bbl,8,113,True,False
BS-OPER-BKK-PKT-2567-07,bank_statement_bbl,8,115,True,False
BS-OPER-BKK-PKT-2567-08,bank_statement_bbl,8,118,True,False
BS-OPER-BKK-PKT-2567-09,bank_statement_bbl,8,114,True,False
BS-OPER-BKK-PKT-2567-10,bank_statement_bbl,8,118,True,False
BS-OPER-BKK-PKT-2567-11,bank_statement_bbl,8,118,True,False
BS-OPER-BKK-PKT-2567-12,bank_statement_bbl,8,117,True,False
BS-OPER-BKK-PKT-2568-01,bank_statement_bbl,8,119,True,False
BS-OPER-BKK-PKT-2568-02,bank_statement_bbl,7,108,True,False
BS-OPER-BKK-PKT-2568-03,bank_statement_bbl,8,117,True,False
BS-OPER-BKK-PKT-2568-04,bank_statement_bbl,3,42,True,False
BS-OPER-BKK-PKT-2568-05,bank_statement_bbl,8,113,True,False
BS-OPER-BKK-PKT-2568-06,bank_statement_bbl,8,114,True,False
BS-OPER-BKK-PKT-2568-07,bank_statement_bbl,8,120,True,False
BS-OPER-BKK-PKT-2568-08,bank_statement_bbl,8,113,True,False
BS-OPER-BKK-PKT-2568-09,bank_statement_bbl,8,116,True,False
BS-OPER-BKK-PKT-2568-10,bank_statement_bbl,8,120,True,False
BS-OPER-BKK-PKT-2568-11,bank_statement_bbl,8,112,True,False
BS-OPER-BKK-PKT-2568-12,bank_statement_bbl,8,115,True,False
BS-OPER-BKK-R9-2567-01,bank_statement_kbank,3,110,True,False
BS-OPER-BKK-R9-2567-02,bank_statement_kbank,3,101,True,False
BS-OPER-BKK-R9-2567-03,bank_statement_kbank,3,110,True,False
BS-OPER-BKK-R9-2567-04,bank_statement_kbank,3,92,True,False
BS-OPER-BKK-R9-2567-05,bank_statement_kbank,3,115,True,False
BS-OPER-BKK-R9-2567-06,bank_statement_kbank,3,105,True,False
BS-OPER-BKK-R9-2567-07,bank_statement_kbank,3,111,True,False
BS-OPER-BKK-R9-2567-08,bank_statement_kbank,3,117,True,False
BS-OPER-BKK-R9-2567-09,bank_statement_kbank,3,111,True,False
BS-OPER-BKK-R9-2567-10,bank_statement_kbank,3,110,True,False
BS-OPER-BKK-R9-2567-11,bank_statement_kbank,3,111,True,False
BS-OPER-BKK-R9-2567-12,bank_statement_kbank,3,113,True,False
BS-OPER-BKK-R9-2568-01,bank_statement_kbank,3,112,True,False
BS-OPER-BKK-R9-2568-02,bank_statement_kbank,3,101,True,False
BS-OPER-BKK-R9-2568-03,bank_statement_kbank,3,112,True,False
BS-OPER-BKK-R9-2568-04,bank_statement_kbank,2,87,True,False
BS-OPER-BKK-R9-2568-05,bank_statement_kbank,3,113,True,False
BS-OPER-BKK-R9-2568-06,bank_statement_kbank,3,113,True,False
BS-OPER-BKK-R9-2568-07,bank_statement_kbank,3,118,True,False
BS-OPER-BKK-R9-2568-08,bank_statement_kbank,3,114,True,False
BS-OPER-BKK-R9-2568-09,bank_statement_kbank,3,108,True,False
BS-OPER-BKK-R9-2568-10,bank_statement_kbank,3,114,True,False
BS-OPER-BKK-R9-2568-11,bank_statement_kbank,3,111,True,False
BS-OPER-BKK-R9-2568-12,bank_statement_kbank,3,116,True,False
BS-OPER-BKK-SIAM-2567-01,bank_statement_scb,8,120,True,False
BS-OPER-BKK-SIAM-2567-02,bank_statement_scb,8,113,True,False
BS-OPER-BKK-SIAM-2567-03,bank_statement_scb,8,118,True,False
BS-OPER-BKK-SIAM-2567-04,bank_statement_scb,7,100,True,False
BS-OPER-BKK-SIAM-2567-05,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2567-06,bank_statement_scb,8,118,True,False
BS-OPER-BKK-SIAM-2567-07,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2567-08,bank_statement_scb,8,122,True,False
BS-OPER-BKK-SIAM-2567-09,bank_statement_scb,8,119,True,False
BS-OPER-BKK-SIAM-2567-10,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2567-11,bank_statement_scb,8,117,True,False
BS-OPER-BKK-SIAM-2567-12,bank_statement_scb,8,121,True,False
BS-OPER-BKK-SIAM-2568-01,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2568-02,bank_statement_scb,7,109,True,False
BS-OPER-BKK-SIAM-2568-03,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2568-04,bank_statement_scb,7,99,True,False
BS-OPER-BKK-SIAM-2568-05,bank_statement_scb,8,122,True,False
BS-OPER-BKK-SIAM-2568-06,bank_statement_scb,8,119,True,False
BS-OPER-BKK-SIAM-2568-07,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2568-08,bank_statement_scb,8,122,True,False
BS-OPER-BKK-SIAM-2568-09,bank_statement_scb,8,118,True,False
BS-OPER-BKK-SIAM-2568-10,bank_statement_scb,8,123,True,False
BS-OPER-BKK-SIAM-2568-11,bank_statement_scb,8,118,True,False
BS-OPER-BKK-SIAM-2568-12,bank_statement_scb,8,122,True,False
BS-OPER-CNX-MAYA-2567-01,bank_statement_bbl,8,111,True,False
BS-OPER-CNX-MAYA-2567-02,bank_statement_bbl,8,112,True,False
BS-OPER-CNX-MAYA-2567-03,bank_statement_bbl,8,114,True,False
BS-OPER-CNX-MAYA-2567-04,bank_statement_bbl,6,93,True,False
BS-OPER-CNX-MAYA-2567-05,bank_statement_bbl,8,112,True,False
BS-OPER-CNX-MAYA-2567-06,bank_statement_bbl,7,105,True,False
BS-OPER-CNX-MAYA-2567-07,bank_statement_bbl,8,116,True,False
BS-OPER-CNX-MAYA-2567-08,bank_statement_bbl,8,112,True,False
BS-OPER-CNX-MAYA-2567-09,bank_statement_bbl,8,112,True,False
BS-OPER-CNX-MAYA-2567-10,bank_statement_bbl,8,117,True,False
BS-OPER-CNX-MAYA-2567-11,bank_statement_bbl,7,109,True,False
BS-OPER-CNX-MAYA-2567-12,bank_statement_bbl,8,117,True,False
BS-OPER-CNX-MAYA-2568-01,bank_statement_bbl,7,110,True,False
BS-OPER-CNX-MAYA-2568-02,bank_statement_bbl,7,96,True,False
BS-OPER-CNX-MAYA-2568-03,bank_statement_bbl,8,117,True,False
BS-OPER-CNX-MAYA-2568-04,bank_statement_bbl,6,93,True,False
BS-OPER-CNX-MAYA-2568-05,bank_statement_bbl,8,117,True,False
BS-OPER-CNX-MAYA-2568-06,bank_statement_bbl,8,114,True,False
BS-OPER-CNX-MAYA-2568-07,bank_statement_bbl,8,115,True,False
BS-OPER-CNX-MAYA-2568-08,bank_statement_bbl,8,119,True,False
BS-OPER-CNX-MAYA-2568-09,bank_statement_bbl,8,114,True,False
BS-OPER-CNX-MAYA-2568-10,bank_statement_bbl,8,117,True,False
BS-OPER-CNX-MAYA-2568-11,bank_statement_bbl,7,108,True,False
BS-OPER-CNX-MAYA-2568-12,bank_statement_bbl,8,118,True,False
BS-OPER-HKT-FEST-2567-01,bank_statement_kbank,3,110,True,False
BS-OPER-HKT-FEST-2567-02,bank_statement_kbank,3,102,True,False
BS-OPER-HKT-FEST-2567-03,bank_statement_kbank,3,101,True,False
BS-OPER-HKT-FEST-2567-04,bank_statement_kbank,3,92,True,False
BS-OPER-HKT-FEST-2567-05,bank_statement_kbank,3,110,True,False
BS-OPER-HKT-FEST-2567-06,bank_statement_kbank,3,99,True,False
BS-OPER-HKT-FEST-2567-07,bank_statement_kbank,3,111,True,False
BS-OPER-HKT-FEST-2567-08,bank_statement_kbank,3,112,True,False
BS-OPER-HKT-FEST-2567-09,bank_statement_kbank,3,108,True,False
BS-OPER-HKT-FEST-2567-10,bank_statement_kbank,3,113,True,False
BS-OPER-HKT-FEST-2567-11,bank_statement_kbank,3,113,True,False
BS-OPER-HKT-FEST-2567-12,bank_statement_kbank,3,110,True,False
BS-OPER-HKT-FEST-2568-01,bank_statement_kbank,3,109,True,False
BS-OPER-HKT-FEST-2568-02,bank_statement_kbank,3,96,True,False
BS-OPER-HKT-FEST-2568-03,bank_statement_kbank,3,108,True,False
BS-OPER-HKT-FEST-2568-04,bank_statement_kbank,2,88,True,False
BS-OPER-HKT-FEST-2568-05,bank_statement_kbank,3,113,True,False
BS-OPER-HKT-FEST-2568-06,bank_statement_kbank,3,107,True,False
BS-OPER-HKT-FEST-2568-07,bank_statement_kbank,3,108,True,False
BS-OPER-HKT-FEST-2568-08,bank_statement_kbank,3,110,True,False
BS-OPER-HKT-FEST-2568-09,bank_statement_kbank,3,109,True,False
BS-OPER-HKT-FEST-2568-10,bank_statement_kbank,3,117,True,False
BS-OPER-HKT-FEST-2568-11,bank_statement_kbank,3,110,True,False
BS-OPER-HKT-FEST-2568-12,bank_statement_kbank,3,109,True,False
BS-OPER-KKC-CTRL-2567-01,bank_statement_scb,7,102,True,False
BS-OPER-KKC-CTRL-2567-02,bank_statement_scb,6,92,True,False
BS-OPER-KKC-CTRL-2567-03,bank_statement_scb,7,100,True,False
BS-OPER-KKC-CTRL-2567-04,bank_statement_scb,6,85,True,False
BS-OPER-KKC-CTRL-2567-05,bank_statement_scb,7,109,True,False
BS-OPER-KKC-CTRL-2567-06,bank_statement_scb,7,103,True,False
BS-OPER-KKC-CTRL-2567-07,bank_statement_scb,7,104,True,False
BS-OPER-KKC-CTRL-2567-08,bank_statement_scb,7,104,True,False
BS-OPER-KKC-CTRL-2567-09,bank_statement_scb,7,100,True,False
BS-OPER-KKC-CTRL-2567-10,bank_statement_scb,7,102,True,False
BS-OPER-KKC-CTRL-2567-11,bank_statement_scb,7,102,True,False
BS-OPER-KKC-CTRL-2567-12,bank_statement_scb,7,109,True,False
BS-OPER-KKC-CTRL-2568-01,bank_statement_scb,7,103,True,False
BS-OPER-KKC-CTRL-2568-02,bank_statement_scb,6,93,True,False
BS-OPER-KKC-CTRL-2568-03,bank_statement_scb,7,105,True,False
BS-OPER-KKC-CTRL-2568-04,bank_statement_scb,6,82,True,False
BS-OPER-KKC-CTRL-2568-05,bank_statement_scb,7,100,True,False
BS-OPER-KKC-CTRL-2568-06,bank_statement_scb,7,104,True,False
BS-OPER-KKC-CTRL-2568-07,bank_statement_scb,7,110,True,False
BS-OPER-KKC-CTRL-2568-08,bank_statement_scb,6,94,True,False
BS-OPER-KKC-CTRL-2568-09,bank_statement_scb,7,104,True,False
BS-OPER-KKC-CTRL-2568-10,bank_statement_scb,7,96,True,False
BS-OPER-KKC-CTRL-2568-11,bank_statement_scb,7,102,True,False
BS-OPER-KKC-CTRL-2568-12,bank_statement_scb,8,111,True,False
BS-OPER-PTY-CTRL-2567-01,bank_statement_bbl,8,116,True,False
BS-OPER-PTY-CTRL-2567-02,bank_statement_bbl,7,109,True,False
BS-OPER-PTY-CTRL-2567-03,bank_statement_bbl,8,115,True,False
BS-OPER-PTY-CTRL-2567-04,bank_statement_bbl,6,93,True,False
BS-OPER-PTY-CTRL-2567-05,bank_statement_bbl,8,111,True,False
BS-OPER-PTY-CTRL-2567-06,bank_statement_bbl,7,109,True,False
BS-OPER-PTY-CTRL-2567-07,bank_statement_bbl,8,111,True,False
BS-OPER-PTY-CTRL-2567-08,bank_statement_bbl,8,117,True,False
BS-OPER-PTY-CTRL-2567-09,bank_statement_bbl,7,110,True,False
BS-OPER-PTY-CTRL-2567-10,bank_statement_bbl,8,115,True,False
BS-OPER-PTY-CTRL-2567-11,bank_statement_bbl,8,115,True,False
BS-OPER-PTY-CTRL-2567-12,bank_statement_bbl,8,113,True,False
BS-OPER-PTY-CTRL-2568-01,bank_statement_bbl,8,114,True,False
BS-OPER-PTY-CTRL-2568-02,bank_statement_bbl,7,101,True,False
BS-OPER-PTY-CTRL-2568-03,bank_statement_bbl,8,114,True,False
BS-OPER-PTY-CTRL-2568-04,bank_statement_bbl,7,95,True,False
BS-OPER-PTY-CTRL-2568-05,bank_statement_bbl,8,119,True,False
BS-OPER-PTY-CTRL-2568-06,bank_statement_bbl,8,116,True,False
BS-OPER-PTY-CTRL-2568-07,bank_statement_bbl,8,111,True,False
BS-OPER-PTY-CTRL-2568-08,bank_statement_bbl,8,113,True,False
BS-OPER-PTY-CTRL-2568-09,bank_statement_bbl,8,115,True,False
BS-OPER-PTY-CTRL-2568-10,bank_statement_bbl,8,112,True,False
BS-OPER-PTY-CTRL-2568-11,bank_statement_bbl,7,108,True,False
BS-OPER-PTY-CTRL-2568-12,bank_statement_bbl,8,119,True,False
BS-OPER-REMOTE-2567-01,bank_statement_kbank,2,87,True,False
BS-OPER-REMOTE-2567-02,bank_statement_kbank,2,79,True,False
BS-OPER-REMOTE-2567-03,bank_statement_kbank,2,88,True,False
BS-OPER-REMOTE-2567-04,bank_statement_kbank,2,85,True,False
BS-OPER-REMOTE-2567-05,bank_statement_kbank,2,89,True,False
BS-OPER-REMOTE-2567-06,bank_statement_kbank,2,85,True,False
BS-OPER-REMOTE-2567-07,bank_statement_kbank,2,89,True,False
BS-OPER-REMOTE-2567-08,bank_statement_kbank,2,88,True,False
BS-OPER-REMOTE-2567-09,bank_statement_kbank,2,88,True,False
BS-OPER-REMOTE-2567-10,bank_statement_kbank,3,91,True,False
BS-OPER-REMOTE-2567-11,bank_statement_kbank,2,85,True,False
BS-OPER-REMOTE-2567-12,bank_statement_kbank,2,87,True,False
BS-OPER-REMOTE-2568-01,bank_statement_kbank,2,89,True,False
BS-OPER-REMOTE-2568-02,bank_statement_kbank,2,71,True,False
BS-OPER-REMOTE-2568-03,bank_statement_kbank,2,85,True,False
BS-OPER-REMOTE-2568-04,bank_statement_kbank,2,88,True,False
BS-OPER-REMOTE-2568-05,bank_statement_kbank,2,88,True,False
BS-OPER-REMOTE-2568-06,bank_statement_kbank,2,85,True,False
BS-OPER-REMOTE-2568-07,bank_statement_kbank,2,89,True,False
BS-OPER-REMOTE-2568-08,bank_statement_kbank,2,88,True,False
BS-OPER-REMOTE-2568-09,bank_statement_kbank,2,84,True,False
BS-OPER-REMOTE-2568-10,bank_statement_kbank,2,89,True,False
BS-OPER-REMOTE-2568-11,bank_statement_kbank,2,85,True,False
BS-OPER-REMOTE-2568-12,bank_statement_kbank,2,89,True,False
BS-OPER-UDN-CTRL-2567-01,bank_statement_scb,6,94,True,False
BS-OPER-UDN-CTRL-2567-02,bank_statement_scb,6,85,True,False
BS-OPER-UDN-CTRL-2567-03,bank_statement_scb,6,93,True,False
BS-OPER-UDN-CTRL-2567-04,bank_statement_scb,6,82,True,False
BS-OPER-UDN-CTRL-2567-05,bank_statement_scb,7,101,True,False
BS-OPER-UDN-CTRL-2567-06,bank_statement_scb,6,93,True,False
BS-OPER-UDN-CTRL-2567-07,bank_statement_scb,7,106,True,False
BS-OPER-UDN-CTRL-2567-08,bank_statement_scb,6,92,True,False
BS-OPER-UDN-CTRL-2567-09,bank_statement_scb,7,96,True,False
BS-OPER-UDN-CTRL-2567-10,bank_statement_scb,7,95,True,False
BS-OPER-UDN-CTRL-2567-11,bank_statement_scb,7,103,True,False
BS-OPER-UDN-CTRL-2567-12,bank_statement_scb,7,105,True,False
BS-OPER-UDN-CTRL-2568-01,bank_statement_scb,6,84,True,False
BS-OPER-UDN-CTRL-2568-02,bank_statement_scb,6,90,True,False
BS-OPER-UDN-CTRL-2568-03,bank_statement_scb,7,97,True,False
BS-OPER-UDN-CTRL-2568-04,bank_statement_scb,6,81,True,False
BS-OPER-UDN-CTRL-2568-05,bank_statement_scb,7,99,True,False
BS-OPER-UDN-CTRL-2568-06,bank_statement_scb,7,97,True,False
BS-OPER-UDN-CTRL-2568-07,bank_statement_scb,7,102,True,False
BS-OPER-UDN-CTRL-2568-08,bank_statement_scb,7,98,True,False
BS-OPER-UDN-CTRL-2568-09,bank_statement_scb,7,96,True,False
BS-OPER-UDN-CTRL-2568-10,bank_statement_scb,7,95,True,False
BS-OPER-UDN-CTRL-2568-11,bank_statement_scb,6,86,True,False
BS-OPER-UDN-CTRL-2568-12,bank_statement_scb,7,101,True,False
BS-SCB-OPER-2567-01,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-02,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-03,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-04,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-05,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-06,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-07,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-08,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-09,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-10,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-11,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2567-12,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-01,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-02,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-03,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-04,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-05,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-06,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-07,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-08,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-09,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-10,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-11,bank_statement_scb,1,1,False,False
BS-SCB-OPER-2568-12,bank_statement_scb,1,1,False,False
