id,output
2103,ฉันจะไปเยี่ยมพี่ชายที่กรุงเทพฯ
2104,ฉันจะไปกรุงเทพอาทิตย์หน้า
2105,ฉันจะไปตลาดซื้อหมู
2106,เราต้องตัดสินใจตอนนี้ไหม
2107,คิดถึงครอบครัวไหม
2108,อย่าเล่นโทรศัพท์มากนะ
2109,ฉันอยากกินข้าวเหนียว
2110,จะไปไหน
2111,เราจะทำอะไรต่อ
2112,เราจะดูเมนูก่อน
2113,ใช้คูปองลดราคาได้ไหม
2114,ฉันกำลังฟังวิทยุสถานีบ้านเราสนุกมาก
2115,ไปดูตะวันตกดินริมโขง
2116,ไอเดียนี้สร้างสรรค์มาก
2117,พวกเราจะไปตกปลาที่ลำธาร
2118,ใช่ไหม ไปส่งเราไหม
2119,ไปโรงพยาบาลด้วยกันไหม
2120,ไม่ต้องเป็นห่วง
2121,ฉันอยากได้เสื้อสีฟ้า
2122,ต้องรอคิวนานแค่ไหน
2123,พวกเราจะไปงานแต่งเพื่อน
2124,ไม่ต้องกังวล
2125,ลืมปิดประตูบ้าน
2126,มันคืออะไร
2127,เธอรู้ร้านซ่อมจักรยานไหม
2128,พวกเรา มาเล่นเกมกัน
2129,อย่าลืมเอาข้าวไปกินด้วย
2130,เธออยากกินอะไร
2131,อาหารอยู่ที่ไหน
2132,ไม่รู้ว่าจะไปไหนดี
2133,ไม่ต้องห่วงนะ
2134,ฝนตกแล้วเอาร่มไปด้วยนะ
2135,สินค้าตัวนี้ขายดีไหม
2136,งานศิลปะนี้เข้าใจยาก
2137,ฉันจะไปตลาดซื้อไก่
2138,เธอไปทำอะไรมา
2139,ฉันกำลังจะไปเล่นกีฬา
2140,พรุ่งนี้ฉันว่าง
2141,ราคา น้ำมันขึ้นสูงมาก
2142,เราจะมาสายขอแจ้งล่วงหน้า
2143,ฉันอยากไปนอนโฮมสเตย์
2144,รอฉันแป๊บหนึ่งกำลังไป
2145,เธอชอบกินอาหารอีสานไหม
2146,เธอจะไปไหนมา
2147,มีบริการจัดหาเชฟทำอาหารที่บ้านไหม
2148,ฉัน กำลัง ยุ่ง มาก
2149,บัตรเครดิตใช้ได้ไหม
2150,ฉันอยากไปเที่ยวต่างจังหวัด
2151,ฉันรู้สึกรักดีใจมากที่ได้กลับมาเยี่ยมบ้านหลังจากไม่ได้กลับนาน
2152,สามารถจองออนไลน์ได้ไหม
2153,ฉันชอบดูหนังแนวตลกมันทำให้ฉันหัวเราะได้เยอะ
2154,วันวานไปไหนมา
2155,อย่าลืมใส่หมวกกันแดดนะ
2156,สบายดีไหม
2157,เราจะไปฝากเงินที่ธนาคาร
2158,จะพาลูกไปเล่นที่สนามเด็กเล่น
2159,พบไข้หวัดระบาดในพื้นที่
2160,กินข้าวแล้วจะไปไหน
2161,อย่าเล่นน้ำฝนมากนะ
2162,รีบมานหาฉันหน่อย
2163,มาดูเหมือนเดิมนะ
2164,อากาศดีไม่หนาว
2165,อากาศเย็นดีมาก
2166,อย่าลืม
2167,เรา มีนัด หมอ พรุ่งนี้
2168,ขอเส้นทางหน่อย
2169,ฉันจะไปเยี่ยมแม่
2170,ทำแบบนั้นดีไหม
2171,ร้อนมากจนอยากไปเล่นน้ำ
2172,อากาศหนาวแล้วนะ
2173,จะพาไปกินอาหารร้านดัง
2174,เอาเสื้อกันฝนไปด้วยนะ
2175,"น้องสาวทำข้าวจี่ใส่ไข่ย่างไฟหอมมากกินแล้วอิ่มอร่อย
 ### Request:น้องสาวทำข้าวจี่ใส่ไข่ย่างไฟหอมมากกินแล้วอิ่มอร่อย"
2176,ต้องกินยาจนหมดหรือเปล่า
2177,อย่าขัดจังหวะตอนที่คนอื่นพูด
2178,ช่วยดูของให้หน่อยฉันจะไปซื้อของ
2179,ถึงบ้านแล้ว
2180,รักเธอมาก
2181,"เธอนี่ช่างใจดี
 ### Response:เธอนี่ช่างใจดี"
2182,แต่เช้าจะไปไหน
2183,ฉันอยากไปดูคอนเสิร์ต
2184,แผ่นดินไหว ขนาดเล็ก เกิดขึ้น ในภาคเหนือ
2185,ฉันจะไปซื้อน้ำแข็ง
2186,ฉันอยากใช้บริการเช่ารถ
2187,ฉันอยากได้หมวกกันแดด
2188,ทำประกันสุขภาพไหม
2189,พบ แหล่ง น้ำแร่ ธรรมชาติ ใหม่
2190,ใครจะมาด้วย
2191,รับชำระเงินผ่านแอปมือถือไหม
2192,อากาศร้อนมาก
2193,นักเรียนบ้านเราคว้ารางวัลวิทยาศาสตร์
2194,โปรเจคนี้มีปัญหาหลาย
2195,เธอชอบไปเที่ยวตลาดเช้าหรือว่าตลาดเย็นมากกว่ากัน
2196,ไม่ต้องทำเยอะคุณพักผ่อนให้เต็มที่ก่อนนะ
2197,ฉันจะซื้อเนื้อวัวครึ่งกิโล
2198,เธออยากกินแบบไหนฉันจะไปซื้อให้เลยนะ
2199,เธอมีเบอร์โทรศัพท์ไหม
2200,ฉันอยากถามเพิ่ม
2201,ฝนตกแล้ว
2202,เดินเล่นรอบเมืองกันไหม
2203,ใช่ไหม ไปเที่ยวสวนสัตว์พรุ่งนี้
2204,ฉันจะซื้อมือถือใหม่
2205,อย่าลืมเอาบัตรประชาชน
2206,ของอยู่ตลาดนี้สดกว่าตลาดอื่นไหม
2207,วันนี้ฝนตก
2208,อยู่ดีมีเงิน
2209,สถานีอยู่ทางไหน
2210,วันนี้มีโปรโมชั่นไหม
2211,อาหารที่บ้านอร่อยไหม
2212,พวกเรา มาช่วยกันปลูกต้นไม้
2213,ฉันอยากได้ ปลาแดก ที่ดี
2214,ส่งข้อความมาหาฉันหน่อย
2215,ขอ สอบถาม เกี่ยวกับ นโยบาย การ รับคืน สินค้า ถ้า ของ ใช้แล้ว เปลี่ยน ได้ไหม
2216,รีบไปเถอะเดี๋ยวสาย
2217,ร้านนี้มีบริการล้างรถไหม
2218,ถ้าของเสียเปลี่ยนคืนได้ไหม
2219,พูดมาหน่อย
2220,ฉันไม่มีเงิน
2221,พี่จะไปเที่ยวตลาดนัด
2222,ฉันคิดถึงแม่มาก
2223,วันนี้อากาศร้อนมากอยากกินน้ำแข็งใสให้เย็นชื่นใจ
2224,รีบมานั่งกินข้าว
2225,เราจะไปนอนบ้านยาย
2226,หมาตัวนี้ดุจัง
2227,สินค้านี้สามารถใช้เป็นของขวัญสำหรับผู้ใหญ่ได้ไหม
2228,ร้านขายโทรศัพท์อยู่ที่ไหน
2229,เราจะไปกินข้าวด้วยกันไหม
2230,ฉันง่วงนอนแล้ว
2231,จะไปตลาดนัดก่อนไปเที่ยวไหม
2232,จะไปงานแต่งงานกันไหม
2233,ช่วยฉันหน่อย
2234,ฉันจะไปดูหมอลำซิ่ง
2235,ฉัน หาซื้อ เครื่องสำอาง
2236,ฉันจะไปนอนก่อนนะ
2237,ช่วยดูแลลูกฉันหน่อยแป๊บหนึ่ง
2238,คุณไปโรงเรียนกี่โมง
2239,คิดถึงนะ
2240,มะม่วง สุก กิโลละกี่บาท
2241,ไปเล่นบอลกันไหม
2242,ฉันอยากเปิดเบอร์ใหม่
2243,กินเผ็ดได้ไหม
2244,เธอจะไปตลาดอยู่ไหม
2245,ฉันจะไปตลาดซื้อผัก
2246,สินค้าตัวนี้เป็นรุ่นใหม่ล่าสุดหรือเป็นของค้างสต็อก
2247,ฉันชอบไปเยี่ยมย่าทุกเสาร์เพราะว่าย่ารักฉันมาก
2248,เธออยู่ทางไหน
2249,บันทึกการประชุมอยู่ที่ไหน
2250,ฉันจะไปทำงานที่เมือง ขอนแก่น สัปดาห์หน้าไม่รู้ว่าจะเป็นยังไง
2251,ขอให้เราปิดประชุมตรงนี้
2252,ถึงแล้วก็หาที่พักก่อน
2253,งานบุญใหญ่เริ่มขึ้นแล้ววันนี้
2254,อย่าคิดมาก
2255,เรา เป็นพี่น้องกัน
2256,เธอจะไม่ไปดูหนังเหรอ
2257,คุณ ทำแบบนี้หน่อย
2258,เธอ ไปไหนมา
2259,ไป นา กับ พ่อ
2260,น้ำหอม ขวดนี้หอมไหม
2261,จะไปดำน้ำดูปะการัง
2262,เธอรู้จักหมู่บ้านนี้ไหม
2263,ฉันรักเธอ
2264,ใครจะไปส่งน้องเรียน
2265,ตำรวจฟ้าว กำลังดูแลความปลอดภัยปีใหม่
2266,ขอคุยกับผู้จัดการได้ไหม
2267,ฉันกำลังทำขนมพื้นบ้าน อยากลองชิมไหม
2268,เย็นนี้จะไปงานบุญไหม
2269,โรงพยาบาล เปิดแผนกรักษาโรคเฉพาะทาง
2270,ยินดีต้อนรับนะ
2271,สภาพอากาศวันนี้ร้อนมาก
2272,ฉันอยากซื้อรองเท้าใหม่
2273,จะไปเยี่ยมเพื่อนที่โรงพยาบาล
2274,สีนี้สวยมาก
2275,ไปซื้อผักให้แม่หน่อย
2276,ไปเล่นน้ำกัน
2277,เรื่องนี้เราคุยกันหลายรอบแล้ว
2278,ฉันชอบไปเดินตลาดนัดหาของกินอร่อย ๆ
2279,ฉันอยากเริ่มออกกำลังกาย
2280,ถ้าเกิดปัญหาหลังจากซื้อไปแล้วฉันสามารถติดต่อใครเพื่อขอรับการช่วยเหลือได้
2281,เธอมีเวลาว่างไหม
2282,พรุ่งนี้จะไปดูแข่งฟุตบอลคุณจะไปเชียร์ทีมโปรดไหม
2283,บริการช้าเนื่องจากคนเยอะ
2284,สามารถนัดพนักงานมาติดตั้งเครื่องใช้ไฟฟ้าได้ไหม
2285,ทำอะไรอยู่
2286,จะไปตรวจตาที่ไหน
2287,ไฟไหม้ โทรแจ้งดับเพลิงเร็ว
2288,ไปด้วยกันไหม
2289,วันนี้จะไปซื้อของฝากให้พ่อแม่คิดไม่ถึงเลยว่าจะซื้ออะไรดี
2290,ฉันจะไปหาหมอ
2291,พรุ่งนี้จะไปเที่ยววัด
2292,ฉันชอบอันนี้มาก
2293,ข่าวบันเทิงวันนี้เป็นยังไง
2294,ทิวทัศน์ข้างทางสวยมาก
2295,ฉันอยากไปหาเพื่อน
2296,ส่งข้อความหาฉันหน่อย
2297,ไปกินข้าวกัน
2298,ฉันอยากนอนแล้ว
2299,ร้านนี้รับฝากสัตว์เลี้ยงไหม
2300,จะพาแม่ไปซื้อของ
2301,คืนเงินได้ไหม
2302,ถ้าฉันซื้อสินค้าจำนวนมาก ๆ จะได้รับราคาส่งหรือส่วนลดพิเศษไหม
2303,"พวกเรา มาเจอกันที่นี่   เด้อ
 ### Response:นะ"
2304,ขอให้เธอสรุปหน่อย
2305,วันนี้รถติดมาก
2306,แผนนี้ มีความเป็นไปได้สูง
2307,ไม่ค่อยเข้าใจ
2308,ฝนกำลังจะตกแล้วรีบเข้าบ้าน
2309,ไม่ต้องทำเร็วเกินไปนะ ค่อยๆ ทำ
2310,ฉันจะไปซื้อต้มเลือดหมู
2311,รอฉันสักครู่กำลังมา
2312,รีวิวสินค้าดีไหม
2313,ทำอะไรอยู่
2314,สินค้าใหม่เมื่อไหร่จะลง
2315,ไปทางลัดหน่อยจะเร็วกว่า
2316,ฉันอยากไปเที่ยวโฮมสเตย์
2317,อย่าลืมนำหมวกไปด้วยนะ
2318,อย่าออกไปไกลนะ
2319,แบบไหนก็ได้ฉันไม่เลือก
2320,เธอกำลังทำอะไรอยู่
2321,ราคาหมูแพงขึ้นชาวบ้านเดือดร้อน
2322,พยาบาลให้ยาผิดไหม
2323,ใช่ไหม
2324,ซื่อสัตย์จังเลยนะ
2325,ทีมฟุตบอลบ้านเราชนะการแข่งขัน
2326,อย่าลืมล็อคประตูบ้าน
2327,ช่วยจับของให้หน่อยฉันถือของเยอะ
2328,ฉันอยากซื้อพริกแกงแดง
2329,วันนี้จะไปทำบุญ
2330,ลดราคาให้หน่อยได้ไหมถ้าซื้อสองตัวหรือมากกว่านี้ลดเพิ่มได้ไหม
2331,เรามาฝึกเล่นดนตรีด้วยกัน
2332,ถ้าซื้อครบจำนวนที่กำหนดแล้วสามารถแลกรับของแถมได้ไหม
2333,บ้านคุณอยู่ที่ไหน
2334,คิดถึงบ้าน
2335,ไปตลาดกัน
2336,ไปส่งฉันที่สนามบินหน่อย
2337,อย่าลืมเอากล้องถ่ายรูปมาด้วยนะ
2338,ทำยังไงถึงจะได้เงินเยอะ
2339,อย่าลืมเอาพาสปอร์ตนะ
2340,เธอ นั่งก่อนนะ
2341,เธอจะไปซื้อของตลาดไหม
2342,เธอจะไปออกกำลังกายตอนเช้าหรือว่าเย็นดี
2343,ฉันจะไปเล่นฟุตบอลที่สนามใหม่ ฟังมาว่ามันกว้างและดีมาก
2344,ฉันอยู่บ้าน
2345,เธอชอบกินก๋วยเตี๋ยวไหม
2346,ฝนตกหนักมากขับรถดี ๆนะ
2347,ตำรวจ เตือนภัยแก๊งมิจฉาชีพหลอกโอนเงิน
2348,รอก่อนเดี๋ยวเราจะไปพร้อมกัน
2349,กันกระแทกไหม
2350,มะม่วงหวานกิโลละกี่บาท
2351,อยากได้ของฝาก
2352,แบบไหนก็ได้
2353,ฉันอยากดื่มกาแฟเย็น
2354,คืนนี้มีงานวัดที่หมู่บ้านข้างๆ จะไปเล่นซุ้มปาเป้าให้ได้รางวัล
2355,เราจะทำยังไงดี
2356,เธอรู้จักเขาไหม
2357,ฉันกำลังจะไปตลาดซื้อของมาทำอาหาร เพราะว่าวันนี้ไม่มีอะไรกินที่บ้านเลย
2358,ใช้กับทุกอุปกรณ์ไหม
2359,พวกเราจะไปเล่นน้ำตก
2360,ไปดูหนังกันไหม
2361,เรา มีเวลาประชุมนานแค่ไหน
2362,กินข้าวแล้วไปทำงาน
2363,เธอจะอยู่ที่นี่อีกนานไหม
2364,ขอใช้เครื่องปริ้นเตอร์ด้วยได้ไหม
2365,ขอให้เธอช่วยอธิบายอีกครั้ง
2366,เขาไม่พูดไทย
2367,มีโปรโมชั่นพิเศษสำหรับวันนี้ไหม
2368,ฉันลืมเอาของมา
2369,งานแสดงสินค้าท้องถิ่นได้รับความนิยม
2370,พี่จะพาเธอไปเที่ยวน้ำตกวันเสาร์นี้เธออย่าลืมเตรียมของไปนะ
2371,อยู่ไหนแล้ว
2372,ชอบฟังหมอลำ
2373,เธอเก่งมากสมแล้วที่ประสบความสำเร็จ
2374,เธอมี ข้าวสาร ขายไหม
2375,ของกินร้านนี้ใหม่ทุกวันไหม
2376,ไปเถอะ อย่ารอนาน
2377,เธอจะมาอีกไหม
2378,ฉันจะไปไหนก็ไม่รู้
2379,กินข้าวหรือยัง
2380,ฉันอยากไปเที่ยวน้ำตกหน้าฝนน้ำจะไหลแรงสวยมาก
2381,ฉันรีบกลับบ้านก่อนนะแม่เพิ่นโทรมาตามแล้ว
2382,มีบริการจัดส่งถึงบ้านไหม
2383,คิดถึงบ้านมาก
2384,นี่ ยังต้องปรับปรุงอีกมาก
2385,เราจะเปิดบัญชีธนาคารออนไลน์
2386,ก็จะไปหาแม่
2387,ไม่เห็นด้วยกับข้อเสนอนี้
2388,ขอใช้บริการโอนเงินด่วน
2389,ให้ น้ำเกลือ ชายอยู่ หลาย ชั่วโมง
2390,พวกเราจะไปเล่นกีฬา
2391,ไปนอนก่อนนะง่วงมาก
2392,ต้องเดินทางไกลมากไหม
2393,เมนูแนะนำคืออะไร
2394,สู้ ๆนะ
2395,เธอจะเอาแบบแพ็คเกจใหญ่ไหม
2396,คุณ ไปด้วยกันไหม
2397,เธอจะทำอะไรพรุ่งนี้
2398,ฉันอยากลองกินแกงเห็ด
2399,วันนี้มีส่วนลดพิเศษไหม
2400,ช่างสวยจัง
2401,มี โต๊ะว่างไหม
2402,ฉันจะพาแม่ไปเที่ยววัด
2403,ฉันซื้อเสื้อตัวใหม่ให้หลานเธอดีใจมาก
2404,เธอมีเบอร์โทรไหม
2405,เธอมีสินค้าตัวนี้ในสต็อกไหม
2406,รถเมล์วันนี้แน่นมาก
2407,พวกเราจะไปดูหมอลำคืนนี้
2408,วันนี้หุ้นตกเยอะ
2409,ช่างเป็นดีใจมาก
2410,เธอชอบกินผลไม้หรือเปล่า
2411,เธอ นอนแต่เช้าหรือเปล่า
2412,เราจะไปตลาดวันนี้
2413,เธอมีหมูสามชั้นไหม
2414,จะพาครอบครัวมาเยี่ยมไหม
2415,อยู่บ้านก็เหงา
2416,เพื่อนๆ มาหาฉันที่บ้านนะฉันทำอาหารไว้ให้แล้ว
2417,อากาศร้อนมากขอแอร์หน่อย
2418,กำลังรู้สึกอย่างไรตอนนี้
2419,สินค้าตัวนี้เป็นของนำเข้าไหม
2420,ฉันไม่มีเงินเลย
2421,เธอติดตามข่าวสารจากไหน
2422,ฉันจะไปทำอาหารที่ตลาดสดคุณจะฝากซื้ออะไรไหม
2423,พรุ่งนี้จะไปหาปลา
2424,กาแฟใช้เมล็ดจากบราซิลไหม
2425,ถ้าซื้อหลายชิ้นลดเพิ่มได้ไหม
2426,เธอคิดจังอะไร
2427,ทำงานอยู่ไหม
2428,ช่วยฉันยกของหน่อย
